FREQ,Factor,CaVal,CsVal,CpVal
25000000.0,139.28571428571428,1.691517689711214e-10,1.3695239047809563e-10,6.55987197439488e-11
25000000.0,143.3673469387755,1.691517689711214e-10,1.3695239047809563e-10,6.54000800160032e-11
26034482.75862069,61.734693877551024,1.5419239904988125e-10,1.3734246849369876e-10,6.917423484696939e-11
26034482.75862069,65.81632653061224,1.5419239904988125e-10,1.3734246849369876e-10,6.957151430286057e-11
26034482.75862069,69.89795918367346,1.5419239904988125e-10,1.3617223444688938e-10,6.877695539107821e-11
26034482.75862069,73.9795918367347,1.5419239904988125e-10,1.3636727345469096e-10,6.917423484696939e-11
26034482.75862069,78.06122448979592,1.5419239904988125e-10,1.3636727345469096e-10,6.937287457491499e-11
26034482.75862069,82.14285714285714,1.5407175896987124e-10,1.2700540108021606e-10,7.135927185437088e-11
26034482.75862069,82.14285714285714,1.5419239904988125e-10,1.3675735147029406e-10,6.957151430286057e-11
26034482.75862069,86.22448979591837,1.5407175896987124e-10,1.2681036207241448e-10,7.135927185437088e-11
26034482.75862069,86.22448979591837,1.5419239904988125e-10,1.3695239047809563e-10,6.977015403080616e-11
26034482.75862069,90.3061224489796,1.5419239904988125e-10,1.3695239047809563e-10,6.977015403080616e-11
26034482.75862069,94.38775510204081,1.5407175896987124e-10,1.297359471894379e-10,7.155791158231646e-11
26034482.75862069,94.38775510204081,1.5419239904988125e-10,1.3539207841568316e-10,6.917423484696939e-11
26034482.75862069,98.46938775510205,1.5407175896987124e-10,1.2954090818163633e-10,7.175655131026206e-11
26034482.75862069,98.46938775510205,1.5419239904988125e-10,1.3539207841568316e-10,6.937287457491499e-11
26034482.75862069,102.55102040816327,1.5407175896987124e-10,1.2954090818163633e-10,7.195519103820764e-11
26034482.75862069,102.55102040816327,1.5419239904988125e-10,1.3539207841568316e-10,6.957151430286057e-11
26034482.75862069,106.63265306122449,1.5407175896987124e-10,1.2895579115823166e-10,7.195519103820764e-11
26034482.75862069,106.63265306122449,1.5419239904988125e-10,1.3539207841568316e-10,6.977015403080616e-11
26034482.75862069,110.71428571428572,1.5407175896987124e-10,1.2876075215043008e-10,7.195519103820764e-11
26034482.75862069,110.71428571428572,1.5419239904988125e-10,1.355871174234847e-10,6.977015403080616e-11
26034482.75862069,114.79591836734694,1.5407175896987124e-10,1.2876075215043008e-10,7.195519103820764e-11
26034482.75862069,114.79591836734694,1.5419239904988125e-10,1.355871174234847e-10,6.977015403080616e-11
26034482.75862069,118.87755102040816,1.5370983872984126e-10,1.4065813162632528e-10,8.307901580316064e-11
26034482.75862069,118.87755102040816,1.5407175896987124e-10,1.2856571314262853e-10,7.175655131026206e-11
26034482.75862069,118.87755102040816,1.5419239904988125e-10,1.355871174234847e-10,6.957151430286057e-11
26034482.75862069,122.9591836734694,1.5346855856982125e-10,1.4202340468093618e-10,9.023004600920184e-11
26034482.75862069,122.9591836734694,1.5383047880985124e-10,1.424134826965393e-10,8.049669933986797e-11
26034482.75862069,122.9591836734694,1.5419239904988125e-10,1.3617223444688938e-10,6.957151430286057e-11
26034482.75862069,127.04081632653062,1.5310663832979124e-10,1.47874574914983e-10,1.001620324064813e-10
26034482.75862069,127.04081632653062,1.5322727840980124e-10,1.433886777355471e-10,9.698379675935187e-11
26034482.75862069,127.04081632653062,1.5419239904988125e-10,1.3617223444688938e-10,6.937287457491499e-11
26034482.75862069,131.12244897959184,1.5419239904988125e-10,1.3636727345469096e-10,6.897559511902381e-11
35344827.5862069,25.0,1.6203400425053134e-10,1.20374074814963e-10,9.789441888377676e-10
